uid,caption,image_path
aec7ec9d3f6840b99557cd846b122f73,"Caption: Logo featuring stylized geometric lungs encircled by abstract shapes, with the text ""Carlos Gomes"" and ""Reabilitação Cardiopulmonar"" beneath.",data/processed/images/aec7ec9d3f6840b99557cd846b122f73.png
7741c327547241dcb30f454b7547aade,Earth on a gray background.,data/processed/images/7741c327547241dcb30f454b7547aade.png
d8ad685fcf954a38b58143e6e496a69d,A wooden staircase with a railing attached to a tall vertical white panel on a patterned floor.,data/processed/images/d8ad685fcf954a38b58143e6e496a69d.png
a0af673b673140f3a374857ca7f78e55,"A white animal skull with pronounced canine teeth and a robust, elongated snout.",data/processed/images/a0af673b673140f3a374857ca7f78e55.png
184a057a7e9e435194db2c9f626d40b7,"A two-level structure with wooden floors connected by a white staircase, featuring a central solid wall and wooden railings on the upper level.",data/processed/images/184a057a7e9e435194db2c9f626d40b7.png
062c7ffa415940068eeefb9a66bd4590,White circular plate and ceiling light.,data/processed/images/062c7ffa415940068eeefb9a66bd4590.png
c8def12ac5eb446f8ab3ef12685c5562,"A circular object with ten bent rectangular arms radiating from a central solid disc, all in bright pink.",data/processed/images/c8def12ac5eb446f8ab3ef12685c5562.png
f9c774373226483f88207e44b239dead,"A distorted room with blue and pink walls, including visible furniture, a door, and various objects scattered inside.",data/processed/images/f9c774373226483f88207e44b239dead.png
8555a7c28c0144a986c4cb83046b0aa7,"A modern storefront building with large blue-tinted windows, a grey flat roof, white pillars, a blue-striped awning, and a sign reading STUDIO DAO topped with a large black S and a small blue dot.",data/processed/images/8555a7c28c0144a986c4cb83046b0aa7.png
23aef18a18bd49379e0616cb725cc03d,"A stylized cartoon character resembling Mickey Mouse with black ears, a black body, red shorts with white buttons, and large white gloves.",data/processed/images/23aef18a18bd49379e0616cb725cc03d.png
660d7bc26eba4205b2b5dbebaa813c45,A gold screw.,data/processed/images/660d7bc26eba4205b2b5dbebaa813c45.png
eb5307b29d4f4cbbb7705e9b8e47d988,A person performing a seated yoga or stretching pose with one leg bent and the other leg extended upward.,data/processed/images/eb5307b29d4f4cbbb7705e9b8e47d988.png
517115fc95044b31946de47177cd20a9,"A humanoid creature with bird-like features, including feathered wings, talon-like feet, and a feathered crest on its head.",data/processed/images/517115fc95044b31946de47177cd20a9.png
559913c269144d75a3502e6bc778b532,A small white house with a roof.,data/processed/images/559913c269144d75a3502e6bc778b532.png
73c413e003564fb1ba8c134e596c5e4a,"A large green island with a mountain in the center, resembling a map on a blanket.",data/processed/images/73c413e003564fb1ba8c134e596c5e4a.png
b43c0c192a474374b325a997911754bf,A gray cubic object with pink circular patterns on each face and a slightly worn surface.,data/processed/images/b43c0c192a474374b325a997911754bf.png
54500095348c4b3a9c3264168d9f9bc3,"A multi-level wooden staircase structure with white platforms, supported by vertical poles, is placed on a patterned rectangular base.",data/processed/images/54500095348c4b3a9c3264168d9f9bc3.png
65047bef032c47c6b1847bfdb06e8bda,A round wooden shield reinforced with metal bands and a central boss.,data/processed/images/65047bef032c47c6b1847bfdb06e8bda.png
fbdfd7d019b44446857cb53d1fdaaadb,A metal truss building structure with a steel roof.,data/processed/images/fbdfd7d019b44446857cb53d1fdaaadb.png
fb601a53e5fa466fbda3e9a49b7008f1,A rectangular bottle with a large V logo on the front and a cylindrical cap.,data/processed/images/fb601a53e5fa466fbda3e9a49b7008f1.png
ba02d8a86bf84f4eb091a3fe8ad13d59,A yellow elliptical disk connected to a pink cylinder by a light blue rod with a small pink hinge.,data/processed/images/ba02d8a86bf84f4eb091a3fe8ad13d59.png
90b167bf335d481aae52b44334148a20,A white table with a paper boat on it.,data/processed/images/90b167bf335d481aae52b44334148a20.png
02146c4a19664ed08a2713b1a48d69e9,"A segmented, elongated form resembling a stylized creature or insect, with spiked protrusions on top and rounded limbs.",data/processed/images/02146c4a19664ed08a2713b1a48d69e9.png
0951125f210c4dd4bdd9176a7d9cc0ca,"Raw chicken breast with skin, exhibiting a pinkish color typical of uncooked poultry, with variations consistent with natural meat.",data/processed/images/0951125f210c4dd4bdd9176a7d9cc0ca.png
b70bfcd558204dd2870d0c5735799e74,"A stylized gray curved base with green foliage, a cluster of white buildings topped with yellow spires, and purple text reading ""VIRTUAL Learning,"" accompanied by a small blue sign saying ""NEW YORK LIFE.""",data/processed/images/b70bfcd558204dd2870d0c5735799e74.png
1b588e5d41c54e0da0e43040ca78bb7e,"Two modular elements with a minimalist design feature a white matte finish. One element is a drawer with a blue spherical handle and a glass panel on its top surface, while the other is an open cuboid without a glass top.",data/processed/images/1b588e5d41c54e0da0e43040ca78bb7e.png
32febbca5a1d460e96d57111d931a04c,"A small brick structure with an angled gable roof supported by wooden trusses and two-tone exterior walls featuring a gray brick midsection and a cream lower section, including a protruding brick chimney.",data/processed/images/32febbca5a1d460e96d57111d931a04c.png
3883068d967a4e9bb107a09c59b04176,"A small green humanoid character with long blue-tipped antennae, a large head, small white wings, and green feet.",data/processed/images/3883068d967a4e9bb107a09c59b04176.png
e8861a671c3245f0a5a9ff54b7c75e91,"A stylized cartoon character with a large head, prominent nose, spiky hair, and outstretched arms and legs.",data/processed/images/e8861a671c3245f0a5a9ff54b7c75e91.png
a37149629de94c1a8b7c99df4ca29f5c,Green and orange toy character resembling a mannequin or cartoon figure with a backpack.,data/processed/images/a37149629de94c1a8b7c99df4ca29f5c.png
aa66b5aa3738456a98fd8c489ac46113,"A rounded container with a wide middle section tapering toward a flat top and bottom, featuring slight protrusions on the sides.",data/processed/images/aa66b5aa3738456a98fd8c489ac46113.png
834fe85ae9804c078ed7b5aae16d7231,"A sketch of a cheeseburger with a sesame seed bun, lettuce, cheese, and a beef patty.",data/processed/images/834fe85ae9804c078ed7b5aae16d7231.png
acd7b74a95294dd4ace61d9111d478dd,A complex pentagonal shape with multiple flat surfaces and small protruding notches on its edges.,data/processed/images/acd7b74a95294dd4ace61d9111d478dd.png
0235d38a10fc49b39617f2eccb045725,"A small village area featuring several buildings with red-tiled roofs, a central open space with a road, and a few vehicles parked along the sides.",data/processed/images/0235d38a10fc49b39617f2eccb045725.png
fadd3c6b6bee4e54aa9aebe08a63e6d7,"A small stone-walled prison cell contains a seated prisoner, a wooden bench, a pile of wooden planks, and a metal grate or rack with chains attached to the walls.",data/processed/images/fadd3c6b6bee4e54aa9aebe08a63e6d7.png
102bee31d562459282678f0cd5f11095,A wooden crate with a circular metal emblem embedded on one side.,data/processed/images/102bee31d562459282678f0cd5f11095.png
fde8fcadc4f44c6285cd612e36b91e26,A building with multiple rectangular rooms and flat roof sections.,data/processed/images/fde8fcadc4f44c6285cd612e36b91e26.png
f1d80a74705047bdb4dcbdd4eff8800d,"A spherical wireframe structure composed of interconnected colorful petal and leaf shapes, forming a decorative floral pattern.",data/processed/images/f1d80a74705047bdb4dcbdd4eff8800d.png
b2083b88db4f4279ade4689a5bbbe460,"Structural view of a building featuring wooden roof trusses, a chimney, and partial exterior walls with a sloped roof.",data/processed/images/b2083b88db4f4279ade4689a5bbbe460.png
3a0f68d68e0e426780fbe2da8ca06de8,"A rectangular concrete memorial plaque with engraved text in Serbian, commemorating fallen fighters from 1912 to 1945, featuring a star symbol at the top.",data/processed/images/3a0f68d68e0e426780fbe2da8ca06de8.png
a7a584ced03d4367901c9ac9279bcbde,A white baseball with stitching.,data/processed/images/a7a584ced03d4367901c9ac9279bcbde.png
119f92a1771c445b963b9dfd3f2469aa,A wooden roof structure with beams.,data/processed/images/119f92a1771c445b963b9dfd3f2469aa.png
8ab16c8f854d40d8b482413f22ae0807,"A collection of five distinct objects, including a rectangular building, a fighter jet, a complex mechanical component, a smaller building or structure, and a vertically elongated object.",data/processed/images/8ab16c8f854d40d8b482413f22ae0807.png
9cf8c889b7384e85a6ec4ca0fca7bb0b,A green cube with green light.,data/processed/images/9cf8c889b7384e85a6ec4ca0fca7bb0b.png
43a0160b71e84e82b5a28bcbb65009ff,"Skeletal figure with humanoid structure and an elongated head ending in two upward-pointing horns, presented in monochromatic grayscale.",data/processed/images/43a0160b71e84e82b5a28bcbb65009ff.png
218f5ee3b80e4f2893167d351a3a9473,"A stylized humanoid character with horns, wearing blue shoes and camouflage pants, stands alongside a white, branch-like object.",data/processed/images/218f5ee3b80e4f2893167d351a3a9473.png
4e274d2c2fe444a48dac5c180fffb3ba,"A stylized moth with bright yellow wings featuring pink and black markings, large blue eyes, and a beige body, positioned in front of a red lattice-like structure with Japanese text beneath it.",data/processed/images/4e274d2c2fe444a48dac5c180fffb3ba.png
84b373588e4448f5be389e8d6b75644a,"A minimalistic architectural interior features segmented walls with window openings and a white staircase that ascends and turns within the space, connecting multiple floor levels.",data/processed/images/84b373588e4448f5be389e8d6b75644a.png
48abd894aa71471190db06fffd89302f,"Consisting of a central rectangular prism surrounded symmetrically by six smaller, irregularly shaped protrusions.",data/processed/images/48abd894aa71471190db06fffd89302f.png
fd68ca68200c42bb813293875bba38fc,White molecule,data/processed/images/fd68ca68200c42bb813293875bba38fc.png
586c476d9d72490e9cf520873cbdf444,"A layered landscape featuring terraces with trees, fences, buildings, a pond with an island, and pathways.",data/processed/images/586c476d9d72490e9cf520873cbdf444.png
fbf9531fb6b34c6eb5e6768d5e2e57a4,"A two-section building with one part featuring a tiled gable roof and solid walls, and the other part consisting of a wooden frame structure with an unfinished exterior.",data/processed/images/fbf9531fb6b34c6eb5e6768d5e2e57a4.png
842dd67e6cd34e8b8308d7bc384da9d8,"Matte brown abstract resembling a stylized humanoid figure with prominent shoulders, elongated limbs, and geometric features.",data/processed/images/842dd67e6cd34e8b8308d7bc384da9d8.png
cf7445f2546542e2aaca882d4d61894f,A hexagonal prism with two cuboid sections attached on its sides.,data/processed/images/cf7445f2546542e2aaca882d4d61894f.png
42e3c44ff0a94b93bdc29d938b34bf89,"Geometric construction showing two pentagonal faces connected by edges, positioned between two perpendicular planes colored yellow and green.",data/processed/images/42e3c44ff0a94b93bdc29d938b34bf89.png
c33321028eec41529b17cf2d8fa4b752,"A distorted form resembling a branch or elongated object with irregular, blade-like extensions and varied surfaces.",data/processed/images/c33321028eec41529b17cf2d8fa4b752.png
4a96dcba99cc4dbd97e822e078e56731,Matte white cube.,data/processed/images/4a96dcba99cc4dbd97e822e078e56731.png
651b8b3f420c44c1bec7d781826f9115,A detailed robotic arm with articulated fingers and a textured forearm.,data/processed/images/651b8b3f420c44c1bec7d781826f9115.png
65ec6b05e46740fb9ed44a526125898e,A house with a tennis court.,data/processed/images/65ec6b05e46740fb9ed44a526125898e.png
ff88aa1555434a01a8c626cde376fbc4,A small green stone sculpture.,data/processed/images/ff88aa1555434a01a8c626cde376fbc4.png
c526cb9d8ec54f51bf281364f274509e,"A distorted market fruit stand, featuring a colorful assortment of fruit on amorphous, abstract shapes.",data/processed/images/c526cb9d8ec54f51bf281364f274509e.png
3f9d6d17aa034f4ca13f34d94845592b,"A cluttered wooden surface with various objects, including a FedEx envelope, scattered papers, and several small figurines.",data/processed/images/3f9d6d17aa034f4ca13f34d94845592b.png
a7a0b9d54a77466389999cfddf3dd5be,"Minimalistic white laptop stand with an open design, featuring a rectangular base and an inclined platform with a cutout for ventilation.",data/processed/images/a7a0b9d54a77466389999cfddf3dd5be.png
d563658a4c3b4e888fc2c8f3a92f1f51,"A two-story brick house with a blue gable roof, featuring wooden roof framing and multiple window openings.",data/processed/images/d563658a4c3b4e888fc2c8f3a92f1f51.png
9ceb14ec1e884abda7e30bcb09bca106,"A rectangular red container with a handle on top, featuring a warning label and a symbol on one side.",data/processed/images/9ceb14ec1e884abda7e30bcb09bca106.png
ff4ea12143c34a10a458eae5c3f408a0,A rectangular cabinet with six gold handles and four black tapered legs.,data/processed/images/ff4ea12143c34a10a458eae5c3f408a0.png
cae82f1612e44e54842071688475e39f,A concrete slab with a single yellow leaf on its surface.,data/processed/images/cae82f1612e44e54842071688475e39f.png
419231bc7fbe4f5e8c7e1146386fbf36,White bowl-shaped ceiling light.,data/processed/images/419231bc7fbe4f5e8c7e1146386fbf36.png
fa63fc3940f44df797a2f46d5b0579e4,A spherical structure with interwoven geometric patterns forming a complex lattice.,data/processed/images/fa63fc3940f44df797a2f46d5b0579e4.png
fb9026dfb57740069693aed5651dd7c7,A person's head wearing a white shirt.,data/processed/images/fb9026dfb57740069693aed5651dd7c7.png
65b98820241a4b638c269020d9c37988,"A solid, elongated hexagonal prism with slightly rounded edges and a slanted end.",data/processed/images/65b98820241a4b638c269020d9c37988.png
39fc3457fd304ebd92170eda9906b463,A green and red robot.,data/processed/images/39fc3457fd304ebd92170eda9906b463.png
2de6025ec9ae4f9c92b0cf62ee0fa49c,"A multi-level building framework with white vertical columns, blue horizontal beams, yellow floor slabs, and red foundation blocks.",data/processed/images/2de6025ec9ae4f9c92b0cf62ee0fa49c.png
a5c87065f8824fb8a5c353a66926b4de,White cube with eyes and a mouth.,data/processed/images/a5c87065f8824fb8a5c353a66926b4de.png
9be15e8bb1c44e70b2898d194eaedd5e,"Consisting of an orange, rounded dome shape attached to a widened, light blue cylindrical base.",data/processed/images/9be15e8bb1c44e70b2898d194eaedd5e.png
231526ab4cfd43acbca9e8a1e1674dfa,"A multi-sectioned structure with a blue roof, supported by wooden beams and a foundation of light-colored walls.",data/processed/images/231526ab4cfd43acbca9e8a1e1674dfa.png
3aa388ce97964ce2938803a3315a6805,"Sculpture of a stylized moose in warm brown tones, constructed with exaggerated, elongated limbs and an abstracted form, standing on an integrated base.",data/processed/images/3aa388ce97964ce2938803a3315a6805.png
672ec51b09d34f43808d1f5bdd804747,A turret-like structure with three protruding barrel-like rods and a broad base featuring extended support arms.,data/processed/images/672ec51b09d34f43808d1f5bdd804747.png
0a73ecb2723a44478c421926bfbc97d5,"A teapot with a rectangular body, a spout on one side, a handle on the opposite side, and a small knob on top of the lid.",data/processed/images/0a73ecb2723a44478c421926bfbc97d5.png
7f4c72041f0f4eb8a3b2ab15803bc2d1,"A spiky, star-like abstract shape with multiple elongated pointed protrusions radiating from a central core.",data/processed/images/7f4c72041f0f4eb8a3b2ab15803bc2d1.png
6971e3e0c66d4617a5280253dd38c2d8,"A cylinder with an orange circular tip, a red body featuring geometric patterns, and a white section covering part of the surface.",data/processed/images/6971e3e0c66d4617a5280253dd38c2d8.png
5cb2d8563fd3457c9ff3b585aeabfedb,White glasses with red and blue lenses.,data/processed/images/5cb2d8563fd3457c9ff3b585aeabfedb.png
625febcb03f1479cb8527b24bf29bb9d,Matte white virtual reality headset with an adjustable headband and a single cable extending from one side.,data/processed/images/625febcb03f1479cb8527b24bf29bb9d.png
af5e3be0b374433981985f19f8e36a53,"A house structure featuring a pitched blue roof, a brick chimney, wooden framing, and an open interior showing roof trusses and structural elements.",data/processed/images/af5e3be0b374433981985f19f8e36a53.png
70811534fd54441ca369fa81e50dc813,"A robotic figure with a large white cube-shaped head featuring two circular eyes on top, and a segmented body including large rounded feet and articulated limbs.",data/processed/images/70811534fd54441ca369fa81e50dc813.png
ad6c3d8eca1f4615bb3b649e1c251234,"A tactical rifle with a magazine, adjustable stock, optical sight rail, and barrel with muzzle device, in monochrome gray.",data/processed/images/ad6c3d8eca1f4615bb3b649e1c251234.png
f07296bc06d148a09e69b3e3ad2bfa0e,"A rectangular, flat object resembling a TV remote control with buttons arranged in rows on the top surface.",data/processed/images/f07296bc06d148a09e69b3e3ad2bfa0e.png
e3e172ee8d184134bc2143f0834eb470,"A crumpled rectangular pillow with a soft, textured surface.",data/processed/images/e3e172ee8d184134bc2143f0834eb470.png
7c2f89e6d53041b9a33c8cc0539c946c,"A disassembled USB flash drive showing the connector, the casing, and the main body with branding.",data/processed/images/7c2f89e6d53041b9a33c8cc0539c946c.png
e5dff76b929540f68dd35dd218e50930,A small tracked tank with a cylindrical turret and a protruding cannon.,data/processed/images/e5dff76b929540f68dd35dd218e50930.png
64ea3ea3e24a48ffbc6b51b8335434cf,"A small modern architectural design featuring two adjacent buildings with flat roofs, solar panels, and light-colored facades, set on a paved layout.",data/processed/images/64ea3ea3e24a48ffbc6b51b8335434cf.png
3fb49697a5a3481aa07533ee7bcae048,"A rectangular shape, curved with notched extensions on opposite sides.",data/processed/images/3fb49697a5a3481aa07533ee7bcae048.png
b0fa3023451147e4a90e2bc3302ba313,"A stone pillar or gravestone surrounded by a pile of leaves, with some leaves on it.",data/processed/images/b0fa3023451147e4a90e2bc3302ba313.png
ab98d153a4da4f9299e61f1bf2d0733d,A white display stand with six squares and four cubes.,data/processed/images/ab98d153a4da4f9299e61f1bf2d0733d.png
8ab39baaeb1f4610a62d47daccc6c03c,Back to the Future DeLorean car,data/processed/images/8ab39baaeb1f4610a62d47daccc6c03c.png
f0d05395ddd0406cab2bc812ed377289,A pile of variously sized rocks with patches of moss and a few small green plants.,data/processed/images/f0d05395ddd0406cab2bc812ed377289.png
a667b2ca217c439c97a57f20d62bb8e6,"A modern single-story house with a flat roof, a small upper structure, a swimming pool, a covered outdoor seating area, and a surrounding landscaped yard.",data/processed/images/a667b2ca217c439c97a57f20d62bb8e6.png
c2b8a2db966c4f31926992dbcbf7af27,"A small, traditional building with arches, tile flooring, and detailed windows. The structure features aged, off-white walls with various signs and a rustic, terracotta-tiled floor.",data/processed/images/c2b8a2db966c4f31926992dbcbf7af27.png
0b870e35b8334420ab73a2b8f6f141ab,"A small cabin by a river flowing from a tall waterfall, surrounded by greenery, rocky cliffs, trees, and a wind turbine.",data/processed/images/0b870e35b8334420ab73a2b8f6f141ab.png
5f03dc9a51d043da926a14552c31c6bf,A small rectangular wooden box with intricate engravings on the top and sides.,data/processed/images/5f03dc9a51d043da926a14552c31c6bf.png
4d3f675585784fd29e56764573658180,"A moss-covered tree stump surrounded by grass and soil, with a hollowed-out center.",data/processed/images/4d3f675585784fd29e56764573658180.png
1d6957e9e78a4448b735c37d2e022393,A multi-tiered table structure with small green and gray figures scattered on the larger lower tier and a few objects placed on the smaller raised tier.,data/processed/images/1d6957e9e78a4448b735c37d2e022393.png
7d2a64fefe3e4106bcc8a5b012c4058b,A multicolored wireframe structural framework featuring vertical columns and a grid-like network of beams.,data/processed/images/7d2a64fefe3e4106bcc8a5b012c4058b.png
f4fc6ebf80da4045838b1c3e9140f3a8,A wooden freestanding frame holds a cylindrical punching bag suspended by a chain.,data/processed/images/f4fc6ebf80da4045838b1c3e9140f3a8.png
03c58e3db0a641adbe22c5683a768c3b,"A smooth, elongated teardrop-shaped object with a small cylindrical protrusion on top.",data/processed/images/03c58e3db0a641adbe22c5683a768c3b.png
31f561786ab341f9861715b7be14414f,A blue armored knight or robot holding a sword.,data/processed/images/31f561786ab341f9861715b7be14414f.png
78da4cb1bb384e6aa6bb973b1b529e8d,"A molecule featuring blue, green, and white spheres.",data/processed/images/78da4cb1bb384e6aa6bb973b1b529e8d.png
3f13a1b91b2d430d9b310e3f0b6f5d28,"A rugged boot featuring a graffiti-style blue and beige upper with black laces and a thick black sole, displayed on a circular black and silver base.",data/processed/images/3f13a1b91b2d430d9b310e3f0b6f5d28.png
399b56c863974c9092e1a4ed8b935edc,"A two-story house with a pitched roof, chimney, balcony, several windows, a driveway, a tree, and a surrounding grassy yard with a walkway.",data/processed/images/399b56c863974c9092e1a4ed8b935edc.png
103e9e1a53d04025a986439ee94d8e91,A white marble pillar sculpture.,data/processed/images/103e9e1a53d04025a986439ee94d8e91.png
1c5f76470baf4dc4a3f47b1f031cb4d1,A stone with a hole in it.,data/processed/images/1c5f76470baf4dc4a3f47b1f031cb4d1.png
00441c95af714b6db3e9b733409f2918,"A rectangular wooden wall-mounted cabinet with a light wood front panel and dark wood frame, featuring built-in mounting brackets on the back.",data/processed/images/00441c95af714b6db3e9b733409f2918.png
fc1a5fdfaea34af992f56a3b56bd0f07,"A flat, solid white quadrilateral panel with slightly irregular edges.",data/processed/images/fc1a5fdfaea34af992f56a3b56bd0f07.png
7d86a5bba1bd483c804826e8d19d09a2,Low poly green hot air balloon.,data/processed/images/7d86a5bba1bd483c804826e8d19d09a2.png
0d7af8ed824e4ec596fee88baa86547b,"A spacious, open exhibition area with surrounding display panels and a central circular floor section, featuring the sign ""REE"" suspended above.",data/processed/images/0d7af8ed824e4ec596fee88baa86547b.png
28de7aac69ab41c6be2371e144a38c28,"A roughly triangular, weathered rock with a textured surface and some dark markings, including a black inscription on one side.",data/processed/images/28de7aac69ab41c6be2371e144a38c28.png
1a53662e300b4d7e9ae39eba101409ea,A white gift box with a red ribbon and bow wrapped around it.,data/processed/images/1a53662e300b4d7e9ae39eba101409ea.png
8f39237987bb4ea0b796d024f1e4105e,Matte white human figure posed with outstretched arms adjacent to a flat white panel.,data/processed/images/8f39237987bb4ea0b796d024f1e4105e.png
51ac3fec6ef749d3a14f7f741eb190dd,"A stylized humanoid figure with a large head extending from a trapezoidal body, accompanied by several floating rectangular panels.",data/processed/images/51ac3fec6ef749d3a14f7f741eb190dd.png
ba02862c0a2a46278b0bd66564fed548,"Stone sculpture of a hand with detailed surfaces, situated on a patch of grass.",data/processed/images/ba02862c0a2a46278b0bd66564fed548.png
9dbc8cc5cdf844a1bd5f22c845ed4446,A beige rectangular platform with a vertical beige pole and attached white curved and flat panels.,data/processed/images/9dbc8cc5cdf844a1bd5f22c845ed4446.png
dba11743bab04b518aeacd80c3f2decb,"Gold text reading ""Gabby Willard"" in a bold, rounded font style, floating against a black background.",data/processed/images/dba11743bab04b518aeacd80c3f2decb.png
00c1eaa665c44b21a23403acde83bd66,A two-story wooden staircase structure with white railings and a square platform on a wooden base.,data/processed/images/00c1eaa665c44b21a23403acde83bd66.png
eb8aa36c892449639c715bfe3d41f57c,"A mystical blue crystal held by four stone pillars connected with metal chains, set on a circular stone base with an engraved pattern and topped by metallic rings engraved with runes.",data/processed/images/eb8aa36c892449639c715bfe3d41f57c.png
2e26ef103b6d4cac80482da2485779d7,"Two flat rectangular panels, one larger and beige, the other smaller and white, positioned parallel to each other with visible horizontal slots near their bottoms.",data/processed/images/2e26ef103b6d4cac80482da2485779d7.png
ea4241c81a9043c6b4247aea707c45da,"A multi-level modern architectural structure with white flat roofs, beige horizontal platforms, and a central gray vertical support column.",data/processed/images/ea4241c81a9043c6b4247aea707c45da.png
9be1dcc295d2454b9e5f59f4a900552b,"A dark, bear-like animatronic figure with a top hat, holding a microphone, featuring glowing red highlights on its feet, chest, mouth, and parts of its limbs.",data/processed/images/9be1dcc295d2454b9e5f59f4a900552b.png
8c6fc71bc0214dd4861e5432cb5de519,"A white hat, box, bottle, cylinder, sphere, and lamp.",data/processed/images/8c6fc71bc0214dd4861e5432cb5de519.png
7f102209190c4425b9122688c88deefe,"Topographical relief map with varying elevations, depicted in shades of green and sandy yellow, resembling a terrain.",data/processed/images/7f102209190c4425b9122688c88deefe.png
bd7e987449fa4067890a402ed58a81f2,"A delicate ballerina tutu dress with a fitted bodice featuring intricate lace detail and a voluminous, layered tulle skirt in shades of blue-green.",data/processed/images/bd7e987449fa4067890a402ed58a81f2.png
396f3f0a8de64d39b0a69bcea681a751,"A small wooden sculpture of a standing human figure holding an object near the waist, mounted on a rectangular base.",data/processed/images/396f3f0a8de64d39b0a69bcea681a751.png
b3105e0ab7e8432995bed6390643c156,"Antique wooden boomerang with ornate carvings and a dark, weathered finish.",data/processed/images/b3105e0ab7e8432995bed6390643c156.png
af96f2bfd2b34a29a796765a0fa863e9,"A distorted, angular surface patterned with black and white floral designs and hints of red.",data/processed/images/af96f2bfd2b34a29a796765a0fa863e9.png
918562af3f6942be92cd1dda33cfb0c9,"A flat, square-shaped brown plank.",data/processed/images/918562af3f6942be92cd1dda33cfb0c9.png
8dd32a22ee38441c8b3b7eaeadffd6f1,"A small modern structure featuring a white rectangular base, a brown platform with a metal railing, a staircase, and a large white overhead panel, all set on a square brown-tiled floor.",data/processed/images/8dd32a22ee38441c8b3b7eaeadffd6f1.png
4d0edb18896e41da82f6dd2897923730,A rectangular stone and wood cabin with an extended thatched roof and a wooden log detail along the roof ridge.,data/processed/images/4d0edb18896e41da82f6dd2897923730.png
52a367debfca4d6cabb5cdc7de516fee,"A pendant necklace with a smooth, teardrop-shaped frame enclosing a small, rounded element at the bottom, attached to a chain.",data/processed/images/52a367debfca4d6cabb5cdc7de516fee.png
21ef6a4dd0f64b5da5be740a97c20321,A complex architectural structure with multiple interconnected vaulted and pitched roof sections and detailed framing.,data/processed/images/21ef6a4dd0f64b5da5be740a97c20321.png
5d7aec71bf1e4036a455824d57371585,"A stylized, semi-transparent feline creature with gradient coloration ranging from yellow to red and detailed with darker spots.",data/processed/images/5d7aec71bf1e4036a455824d57371585.png
b80f6b06c4a34edd84450a2bb559509c,"A stylized figure on skis holding ski poles, featuring white skis and poles with purple and white body elements.",data/processed/images/b80f6b06c4a34edd84450a2bb559509c.png
d202b1570c524ac3a4e6172235bdda32,A rectangular turquoise block with a central horizontal axis made of colorful circular segments and two white vertical supports on each end.,data/processed/images/d202b1570c524ac3a4e6172235bdda32.png
67fc9c59b0414256a5fad4531d11b6cd,"A white, three-legged table.",data/processed/images/67fc9c59b0414256a5fad4531d11b6cd.png
5b333aa299b04c8489d7db6fe223c68d,"A small village scene with several medieval-style houses, a stone and wood lighthouse with a glowing top, and a green grassy base.",data/processed/images/5b333aa299b04c8489d7db6fe223c68d.png
73160339635947f78c28fd048be742f3,"A weathered metal cannon mounted on a concrete base with a coiled chain, set on a brick-paved platform.",data/processed/images/73160339635947f78c28fd048be742f3.png
8c123f6f73214d33844b0608d33ddc95,"A golden ornamental design featuring a stylized, flowing motif with curved and pointed elements, resembling an abstract tribal or mythical form.",data/processed/images/8c123f6f73214d33844b0608d33ddc95.png
9cd96e446ff741b3beccf72b69aa8e1c,A simple house-shaped structure with a square base and a pitched roof featuring an extended triangular section on one side.,data/processed/images/9cd96e446ff741b3beccf72b69aa8e1c.png
cc801d8514e241c18790563f9a9f7917,"Topographic map featuring varying shades of green and brown, representing different elevations and terrain features such as hills and valleys.",data/processed/images/cc801d8514e241c18790563f9a9f7917.png
e1ca50858dd94a10a94b7ac2ca07c69e,A crescent-shaped loaf of bread with a golden-brown crust and a slightly textured surface.,data/processed/images/e1ca50858dd94a10a94b7ac2ca07c69e.png
595bc26ea0eb45359d3dd088200a7e25,"A snowy village featuring trees, a river, and a house.",data/processed/images/595bc26ea0eb45359d3dd088200a7e25.png
49e39d90c5bf4f3b97944c4009cfa221,"A compact rectangular gaming console with a two-tone design, featuring a cartridge slot on top and labeled ""Nintendo Entertainment System"" on the front.",data/processed/images/49e39d90c5bf4f3b97944c4009cfa221.png
1e44dc5d02214f75b1e1f7f829d8ccb1,A black computer keyboard featuring standard keys along with a numeric keypad.,data/processed/images/1e44dc5d02214f75b1e1f7f829d8ccb1.png
9101f4d5811c4931a8b009c549f4a7c6,A worn beige slip-on shoe with a rounded toe and subtle stitching details.,data/processed/images/9101f4d5811c4931a8b009c549f4a7c6.png
062cc6aa52e64784b969738d81d4ceff,White skull,data/processed/images/062cc6aa52e64784b969738d81d4ceff.png
cd221b866d4643d59b87af6653743eb9,A green polygonal object with small white protrusions paired with a white ring encircling clusters of beige and green elements.,data/processed/images/cd221b866d4643d59b87af6653743eb9.png
75f32add425b4237b3c7216d88002409,"A humanoid figure with a segmented, spiraled lower body resembling a snail shell, featuring multiple small sculpted faces embedded in the surface.",data/processed/images/75f32add425b4237b3c7216d88002409.png
02718af81f454a609c30e9d2b8b70a3e,"A complex mechanical device with multiple rectangular and cylindrical components, including a separate cylindrical object.",data/processed/images/02718af81f454a609c30e9d2b8b70a3e.png
7cc7628d37d24833804ace6bf08f08ea,A folding pocket knife with a curved blade and a black textured handle featuring a metal clip.,data/processed/images/7cc7628d37d24833804ace6bf08f08ea.png
